descriptor,Activity,ACD,ETF,FRU,FWE,GHG,HTC,HTN,IOR,LDU,MRU,OZD,PCO,PMA,SWE,TRE,WTU,P_dqr,TiR_dqr,TeR_dqr,GR_dqr,Input_required_kg
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#ANIMAL_FIBERS/WOOL_WORSTED?DTEX=300@WORLD,"Spinning to yarn, Worsted Wool, 300 dtex, Ring Spinning",0.0095409863752326,5.3148429139071425,27.830659187528056,0.0008896918461876,2.091719011048473,2.8897152443159747e-10,1.23027216678961e-08,0.2402374573265373,3.977125746880981,2.8837430630350804e-06,1.6043790170922716e-08,0.0072580450317402,9.437280975771825e-08,0.0019591113985229,0.0197286157885209,0.4796629018012426,2.16,2.16,2.16,3.0,1.0753
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#CELLULOSE_BASED_FIBERS/MMCF?DTEX=370@WORLD,"Spinning to yarn, MMCF (Rayon, Viscose, Lyocell), 370 dtex, Ring Spinning",0.010215096092146,5.145071316134704,27.09744943310003,0.0009596495306479,2.0450011391577654,2.395174021865884e-10,1.2119499040140909e-08,0.2684469446003298,3.9825241488415344,2.1649532426617644e-06,1.3102082571764547e-08,0.0060728701294408,9.757287051211869e-08,0.0020948696345934,0.021027459650796,0.5006151045114822,2.01,2.01,2.01,3.0,1.048
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#ANIMAL_FIBERS/WOOL_WOOLEN?DTEX=300@WORLD,"Spinning to yarn, Woollen Wool, 300 dtex, Ring Spinning",0.0077037082367321,4.325679478573459,22.894557382594396,0.0007143976261919,1.7162173833462129,2.27340917253869e-10,9.977870351234222e-09,0.1929614502103485,3.236603180402464,2.436517924487071e-06,1.3619460211554936e-08,0.0061385692845699,7.5807482893536e-08,0.001578487178962,0.0159133894516769,0.3842570641260154,2.18,2.18,2.18,3.0,1.1494
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#SYNTHETIC_FIBERS/POLYESTER?DTEX=200@WORLD,"Spinning to yarn, Polyester (PET, PBT, PTT, PLA etc), 200 dtex, Open-End (Rotor)",0.0083133333316327,4.2185524571941295,22.205232098088345,0.0007805255708392,1.6747083002989749,1.982004678017975e-10,9.903725777867587e-09,0.2178135146533339,3.2591865494508787,1.815149529715062e-06,1.0835086025757428e-08,0.0050339604057428,7.963895471919575e-08,0.0017050032918008,0.0171220368795538,0.4079674562614457,2.02,2.02,2.02,3.0,1.0466
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#CELLULOSE_BASED_FIBERS/MMCF?DTEX=170@WORLD,"Spinning to yarn, MMCF (Rayon, Viscose, Lyocell), 170 dtex, Open-End (Rotor)",0.010670071665582,5.382770802295528,28.40246443838201,0.0010023329421617,2.142894956170662,2.499420933836238e-10,1.2660407598699771e-08,0.2802883427887014,4.155630118152058,2.270588842667509e-06,1.3703879331684168e-08,0.006401849146406,1.0184623240198505e-07,0.0021880945568821,0.0219523000153341,0.5229105978330145,2.01,2.01,2.01,3.0,1.1278
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#ANIMAL_FIBERS/SILK?DTEX=370@WORLD,"Spinning to yarn, Spun Silk, 370 dtex, Ring Spinning",0.011410997786175,5.73857556451691,30.265544111077087,0.001072143709085,2.284197852859693,2.6558622103604933e-10,1.3504945721527122e-08,0.300092516635268,4.438570129327429,2.3999156777410654e-06,1.4489174095619352e-08,0.0067812699711948,1.0883677586913617e-07,0.0023399505729276,0.0234782613887887,0.5589293893498855,2.01,2.01,2.01,3.0,1.9201
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/POLYESTER?DTEX=70@WORLD,"Spinning to yarn, Polyester (PET, PBT, PTT, PLA etc), 70 dtex, Ring Spinning",0.0485305323907355,24.24662250240347,128.99210031397246,0.004560461822714,9.736299871444489,1.0928780658596096e-09,5.7239316923985244e-08,1.2803566224537724,18.6424946733904,9.902369103203005e-06,6.132924666218693e-08,0.0290405559140225,4.590321319269453e-07,0.0099464697010911,0.0995531621557419,2.369995680363893,2.01,2.01,2.01,3.0,1.0732
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#ANIMAL_FIBERS/SILK?DTEX=200@WORLD,"Spinning to yarn, Spun Silk, 200 dtex, Open-End (Rotor)",0.0115569651451002,5.819952865082371,30.72848713042707,0.0010858327518149,2.318656091262046,2.6934589237640237e-10,1.3696076773259448e-08,0.3038195401412267,4.492512819683207,2.440174570612174e-06,1.477438458975568e-08,0.0069126947865232,1.102010117291038e-07,0.0023699055517566,0.0237700560998956,0.5661626150297251,2.01,2.01,2.01,3.0,1.2788
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/ACRYLIC?DTEX=70@WORLD,"Spinning to yarn, Acrylic, Modacrylic, PAN (Polyacrylonitrile), 70 dtex, Ring Spinning",0.0667278500090055,33.255455216933115,176.97034633991626,0.0062725307739673,13.360212151486374,1.4937973384546702e-09,7.856059447908515e-08,1.7623251568546217,25.57388096488409,1.3456373452891026e-05,8.366834197962981e-08,0.0396837158149415,6.305513351734821e-07,0.0136763428936702,0.1368491433843757,3.2575933843759453,2.0,2.0,2.0,3.0,1.134
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#ANIMAL_FIBERS/SILK?DTEX=300@WORLD,"Spinning to yarn, Spun Silk, 300 dtex, Ring Spinning",0.0141371766086566,7.0931723622635605,37.4856872328657,0.001328480609579,2.829365682286564,3.2600674963564684e-10,1.670828492935692e-08,0.3721888145048493,5.479429585939325,2.94189428474279e-06,1.788385905445905e-08,0.0083964684016292,1.345446780092154e-07,0.0028986625271976,0.0290655471800636,0.6919216524850846,2.01,2.01,2.01,3.0,2.0358
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/FOR_WOVEN/RING#PLANT_FIBERS/COTTON?DTEX=70@WORLD,"Spinning to yarn, Coton Combed - Weaving, 70 dtex, Ring Spinning",0.0438616036323119,21.92650201195487,116.27513674168452,0.0041254458169666,8.780721552313596,1.002005139831202e-09,5.1773627539438505e-08,1.157175869631757,16.860866780908072,8.920846799194006e-06,5.502143095957573e-08,0.0260382021961391,4.158646309734939e-07,0.0089938111269035,0.090026259297483,2.14671520039451,2.01,2.01,2.01,3.0,1.2432
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/MELT_POY#SYNTHETIC_FIBERS/POLYAMIDE@WORLD,"Spinning to filament, Polyamides (Nylon 6, Nylon 6.6, PA 11, PA 12,…), Melt Spinning (POY)",0.0016798611078632,1.1512918516397803,8.985877012272974,0.0001296541006168,0.606644324665051,7.504321965960347e-11,2.2979962075837967e-09,0.0340811628515143,0.8018432920209939,7.950433628415048e-07,1.0683252935470388e-08,0.0017204019391666,1.6204479640887132e-08,0.0003867853760728,0.0041120975841139,0.086289786530389,2.12,2.12,2.12,3.0,1.0309
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/MELT_DTY#SYNTHETIC_FIBERS/POLYESTER@WORLD,"Spinning to filament, Polyester (PET, PBT, PTT, PLA etc), Melt Spinning (FDY/DTY)",0.0032319061807211,1.8951066091947988,12.560026093825243,0.0002770044710743,0.8854379362551179,1.0821573258959132e-10,4.108231016569001e-09,0.0754968866168427,1.4256518222601124,1.126948241298505e-06,1.1675348228364366e-08,0.0025840704328604,3.1169019637208264e-08,0.0006982472014008,0.0072591002038772,0.1614071283205861,2.08,2.08,2.08,3.0,1.0309
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#PLANT_FIBERS/COTTON?DTEX=150@WORLD,"Spinning to yarn, Cotton, 150 dtex, Open-End (Rotor)",0.0099767800879019,5.031994454661435,26.525238790890043,0.0009373365094433,2.001387998510022,2.341230582229284e-10,1.1834172285308272e-08,0.2620910035450032,3.8878210070301806,2.120663788446456e-06,1.2779740447426416e-08,0.0059648307962755,9.529296757771429e-08,0.002046095636784,0.0205315357372868,0.4890649435833256,2.01,2.01,2.01,3.0,1.2118
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/OPEN_END#SYNTHETIC_FIBERS/ACRYLIC?DTEX=330@WORLD,"Spinning to yarn, Acrylic, Modacrylic, PAN (Polyacrylonitrile), 330 dtex, Open-End (Rotor)",0.0059786497002244,3.0553709377542195,16.001615982035624,0.0005610953172802,1.2064115666668762,1.4623223969547095e-10,7.1546657623749615e-09,0.1561386535075918,2.366261364125422,1.3450170282184106e-06,7.897791139128267e-09,0.0036377197600505,5.7615179298308114e-08,0.001226568444579,0.01233718340939,0.2940615168538077,2.03,2.03,2.03,3.0,1.1302
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/FOR_KNITTED/RING#PLANT_FIBERS/COTTON?DTEX=300@WORLD,"Spinning to yarn, Cotton Combed - Knitting, 300 dtex, Ring Spinning",0.0078409999386318,4.027957882393951,20.873472863003208,0.0007385175666035,1.5772916044837288,2.0364476506362667e-10,9.447536219764768e-09,0.2045879002999557,3.1079053399713374,1.7588895686744708e-06,1.0163562532255311e-08,0.0046949256068103,7.618874472386658e-08,0.0016116376946361,0.0162022754590685,0.3895060280953545,2.03,2.03,2.03,3.0,1.1827
MATERIAL_PROCESS_STEP:YARN_FORMATION/SPINNING/RING#SYNTHETIC_FIBERS/POLYAMIDE?DTEX=330@WORLD,"Spinning to yarn, Polyamides (Nylon 6, Nylon 6.6, PA 11, PA 12,…), 330 dtex, Ring Spinning",0.0107597309120058,5.414970959455392,28.540697596979324,0.0010109064452672,2.153960707296106,2.5115213902012756e-10,1.2739688250797509e-08,0.2828691668397992,4.189910365280856,2.2704404182296816e-06,1.367820533807855e-08,0.0063954092841543,1.026953206890674e-07,0.0022064778215938,0.0221434941591758,0.5271583790689605,2.01,2.01,2.01,3.0,1.053
